,Adult_1_L28_C01_IL4898,Adult_1_L28_C02_IL4898,Adult_1_L28_C08_IL4898,Adult_1_L28_C10_IL4898,Adult_1_L28_C14_IL4898,Adult_1_L28_C15_IL4898,Adult_1_L28_C16_IL4898,Adult_1_L28_C17_IL4898,Adult_1_L28_C18_IL4898,Adult_1_L28_C19_IL4898,Adult_1_L28_C26_IL4898,Adult_1_L28_C31_IL4898,Adult_1_L28_C38_IL4898,Adult_1_L28_C39_IL4898,Adult_1_L28_C40_IL4898,Adult_1_L28_C45_IL4898,Adult_1_L28_C53_IL4898,Adult_1_L28_C56_IL4898,Adult_1_L28_C57_IL4898,Adult_1_L28_C58_IL4898,Adult_1_L28_C59_IL4898,Adult_1_L28_C60_IL4898,Adult_1_L28_C61_IL4898,Adult_1_L28_C62_IL4898,Adult_1_L28_C63_IL4898,Adult_1_L28_C64_IL4898,Adult_1_L28_C66_IL4898,Adult_1_L28_C68_IL4898,Adult_1_L28_C69_IL4898,Adult_1_L28_C72_IL4898,Adult_1_L28_C73_IL4898,Adult_1_L28_C74_IL4898,Adult_1_L28_C80_IL4898,Adult_1_L28_C81_IL4898,Adult_1_L28_C82_IL4898,Adult_1_L28_C87_IL4898,Adult_1_L28_C88_IL4898,Adult_1_L28_C95_IL4898,Adult_1D_L28_C33_IL4898,Adult_1p_L28_C21_IL4898,Adult_1p_L28_C51_IL4898,Adult_1pp_L28_C25_IL4898,Adult_1pp_L28_C34_IL4898,Adult_1pp_L28_C65_IL4898,Adult_1pp_L28_C67_IL4898,Adult_1pp_L28_C75_IL4898,Adult_1pp_L28_C79_IL4898
Med23,2.638870865,0,0,0,0,0,0,0,0,0,5.466584706,2.726567498,0,0,0,0,0,0,0,0,0,0,0.7543659,4.512877912,0,0,6.225970887,6.600846573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med24,0,3.189694908,3.030987528,0,0,0,1.826481372,0,0,0,0,0,0,0.352363057,1.663412938,0,0,0,0,0,0,0,4.722843043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med25,0,0,0,4.400886266,2.147655118,0,0,0,0,0,0,0,6.229436032,0,4.610233496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med26,0,0,0,0,0,0.394064087,0,0,0,0,0,0,0,2.315493775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790296621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med27,0,0,0,0,0,0,0,0,0,0,1.599884285,0,0.230338298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282000851,0.579537398,0,0,0.699649349,0,0,0,0,0,0,0,0,0,0,0,0,0
Med28,2.587256965,0,4.611827465,2.376351513,4.877606844,0,0,4.672102821,1.378267454,5.062812492,2.686897144,0,2.580345711,1.435105822,3.196104972,2.542443793,1.764227242,3.653977179,3.595873596,0,0,0,1.547385664,0,4.53425463,3.442625073,0,0,4.450670206,0,0,3.117578692,4.770374499,0.696492436,0,0,2.24867752,0,0.628838906,3.581061956,3.695025012,3.353718496,0,5.483448206,4.289723825,3.086347292,0
Med29,2.38761896,4.422690499,0,0,0,1.374449718,0,0,0,0,1.714544468,0,2.456004429,1.544673315,0,0,0,2.387789881,0,6.493881061,0,0,0,0,0,0,0,0,0,0,0,0,0,1.749624366,0,0,0,2.135360843,0,0,0,1.972233124,0,0,0,4.216051258,0
Med30,5.224009394,5.819514915,0,0,0,0,0,0,0,0,0,0,5.704255036,0,0,0,0,3.528308759,0,0,0,0,0,0,0,5.93142541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med31,0,0,0,2.005662272,0,0,0,5.57040221,1.342503545,0,0,5.419464732,0,0,4.546987036,1.039426202,0,0,5.351412785,0,0,0,5.829002159,0,0,0,0,0,0,0,0,0,7.037744607,3.128049191,0,0,0,6.985238554,0,6.47364731,0,0,0,0,0,0,0
Med4,0,0,0,0,0,0,0,0,0,0,7.301084591,0,0,0,0,0,0,0,0,0,0,0,0,3.771093252,0,0,5.263199705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med6,4.81750047,2.493465449,0,4.794150698,3.763400951,0,6.562909421,0,0,5.316305067,0,0,7.90250174,7.575947606,7.345139083,0,0,0.254170726,0,0,0,0,7.177907829,0,5.98724127,6.054672687,0,0,0,0.649716617,7.670918212,0,0,8.633540193,3.842033481,0,3.38334487,3.094163426,0,0,0,0,0,0,4.851279308,0,1.118313208
Med7,2.784736387,2.704599774,0,0,3.140860439,4.10429472,5.20344785,0,0,0,0,0,2.373414355,4.845419796,0,0,2.760738307,0,1.587192145,6.490002054,3.565548435,0,0,0,0,0,0,0,0,0,0,0,6.211160195,0,0,0,0,0,0,0,6.60614904,1.543535477,0,0,0,5.692845617,0
Med8,4.042180289,0,0,4.121048566,0,0,0,0,0,0,2.972475774,1.265412891,3.067576768,0,0,0,0,0,0,0,0,0,5.595229131,0,0,0,0,0,0,0,0,0,7.397349482,0,0,0,6.428732001,2.964381996,4.262395571,0,0,7.147622152,0,0,0,0,0
Med9,3.590314577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525597855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mef2a,2.686962116,0,0,0,0,5.108649903,0,0,0,0,0,0,2.478166777,5.063278582,4.108206611,0,0,0,5.371018622,0,0,0,1.763377578,0,4.270312148,1.222149204,0,0,0,0,3.122932745,0,5.383071787,0,0,0,0,0,0,5.034220118,0,2.304029089,5.07639662,0,0,0,0
Mef2c,0,5.085513887,2.398725225,5.505763926,0,0,0,6.179302035,0,0,4.811959039,1.251052497,0,0,0,4.400367146,1.709312695,2.866124616,0,0,4.094649898,0,0,4.560684389,0,0,0,0,0,0,0,0,0,0,0,2.507256779,0,0,4.323016919,2.119475705,0,4.934875008,0,0,0.171565535,0,5.977057777
Mef2d,0,0,0,0,0,0,0,0,0,0,0,0,0,3.186557605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409274158,0,0
Meg3,0,3.080998686,5.659873196,1.346520116,6.760846334,0,5.885786653,2.184578643,3.959120982,0,0,2.031536353,0,0,0,0.905443328,0,0,0,4.420340915,3.711527945,0,0,3.273044363,0,0,2.661902342,2.913917653,3.55197121,4.35833296,3.874551087,3.912745658,0,0,1.836340254,1.523451554,3.957283165,5.159051895,2.8191654,4.632820755,0,0,0,1.522633314,0,0,4.293421987
Megf10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075683225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megf6,1.357033949,0,0,0,0,0,0,3.725675727,0,0,0,0,0,0,0,0,0,0,0.266012899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231235776,0,0
Megf8,1.725967957,0,0,0,0,0,0,0,0,0,0,0,1.266414765,0,0,2.330067858,0,0,0,0,0,0,0,0,0,0,0,0,2.18319747,0,0,0,0,2.783865203,0,0,0,0,0,0,0,2.013690929,0,0,2.254775427,0,4.58343484
Megf9,0,0,0,0,0,0,0,0,1.914308107,0,0,0,0,0,0,0,0,0,0,0,0,3.555754815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09206152,0,0,0,0,0,0,0,0,0,0
Meig1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.464300686,0,0
Meis1,2.807499184,4.022074805,0,0,0,1.343981943,0,0,0,0,0,1.805251176,7.849961741,1.416380384,3.117256184,0,0,1.937641941,6.236683945,5.895893928,6.840626881,6.776196128,6.943089123,7.904466034,5.696157999,0,0,0,0,0,7.211352963,4.352165283,7.717319989,4.933346019,5.041444511,0,3.481182674,9.292172063,9.146039102,3.125551921,0,2.280582233,0,0,6.96897776,5.585893941,1.690926586
Meis2,0,0,4.002414493,0,0,4.812688176,0,3.964925337,0,0,2.720919764,1.239220825,0,0,0,0,0,1.385458648,4.487377011,0,0,0,4.49950789,1.731391809,0,2.390373284,0.639639673,0,0,0,0,0,0.128346198,3.733180773,0,0,1.877508689,0,5.851589149,0,2.195609024,0,3.933855862,0,0,5.793060917,1.418157558
Meis3,0,0,0,0,0,0,0,0,0,0,0,3.467462089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.146109384,0,0,0,0,0,0,0,0,4.691997495,0,0,0,0,5.542734741,0,0,0,0,0,0
Melk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417244936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo1,0,0,0,3.145785042,0.98318881,0,0,0,0,0,2.482770855,0,7.986211811,0,4.296516142,0,0,0,0,0,0,0,0,0,0,4.571355232,0,0,0,0,0,4.199483899,0,0,6.745519711,0,0,0,0,5.901552378,5.197774984,0,0,0,0,0,0
Men1,0,0,0,0,0,0,7.177339801,0,0,3.573725947,0,0,0,0,0,0,0,0,0,0,3.603252457,0,0,5.866138962,0,0,0,0,3.665904355,0,0,0,0,0,0,0,0,0,0,0,4.505598805,0,0,0,0,0,0
Meox2,4.136330858,2.393344805,5.18173866,5.486987829,2.568280237,3.386272939,0,0,0,0,5.108290261,1.778545026,0,0,2.089640515,7.313726549,0,0,0,0,0,0,0,7.198690586,6.797726365,7.053067881,1.234513583,5.771592468,0,0,0,7.065486147,0,0,0,6.202599908,2.219255273,3.257522111,7.495823055,7.416991703,1.712802651,4.667670766,0,0.034300246,0,0,0
Mep1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mepce,0,0,0,0,0,0,0,0,0,1.968393087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197031859,0,0,0,3.624381684,0,0,0,0,0,0,0,1.38286089,0,0,0,0,0,0,0,0,0
Mertk,0,0,0,0,0,0,0,0,0,0,0,0,0,3.025039429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545671894,0,0,0,1.691748543,0,0,0,0,0,0,0,0
Mesdc1,0,0,0,0,0,0,0.138565481,0,0,2.590405607,0,0,0,0,0,0,0,0,0,0,0,2.863302177,0,0,0,0,0,1.608014359,0,0,0,0,0,0,0,2.595014245,0,0,2.524103806,0,0,0,0,0,0,0,0
Mesdc2,1.085513037,0,2.891041937,0,0,0,0,0.375678942,1.477729129,0,1.738365771,2.81836181,2.874309101,0,0,5.96416525,3.062733069,1.106616329,0,0,0,3.918748771,4.674398504,0,0,0,0,3.784231751,0,0,0,6.126694149,1.525001424,2.545138087,0,0,0,0.496124838,3.461764275,0,2.666097573,0,3.729226455,0,6.301876596,0.052916646,0.068890895
Mest,0,0,0,0,0,0,0,5.385355104,0,0,0,0,1.449408183,0,8.057341958,0,0,0,1.590534955,0,0,0,0,7.504961959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met,3.106939549,0,0,0,0,4.121836011,0,0,0,3.193967243,0,0,0,0,0,0,0,0,0.222384177,0,0,0,0.303728153,0,0,0,0,2.213257062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.736239556,0,0,0,0,0,0,0,0,0,1.694131357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metap1d,0,0,0,0,0,0,0,0,0.784043252,0,5.357548486,0,0,0,0,0,0,0,1.543852183,0,0,0,4.337903724,0,0,0,0,0,0,0,0,0,0,0,3.015909638,0,0,0.679874148,7.628598642,0,0,0,0,0,0,0,0
Metap2,2.947428649,0,1.822354896,3.095308401,5.763900181,0,1.245830285,5.008361388,0,0,6.160050906,0.38601628,0,5.02315775,1.691592229,5.47844121,0,0.210326517,0.448404113,0,6.291034368,0,0,0.267164215,0,3.202350326,5.26852048,4.6849197,5.811319457,0,5.661085438,6.730898042,0,5.534730861,4.909773104,0,0,6.452840849,5.543635073,0,0,2.019936711,1.795563327,0,0.528211225,0,3.729868139
Metrnl,0.734880837,1.728556189,0,0,0,0,0,5.221486588,0,0,0,0,0,4.868805273,0,2.162870637,0,1.622574317,0,0,1.905331643,0,6.708835586,6.775432505,0,0,0,0,0,0,0,0,0,0,0,6.796156448,0,0,0,0,2.398686923,0,0,0,0,0,0
Mettl1,0,0,0,0,5.45143533,2.681777573,0,0,1.841151937,0,0,0,0,0,0,0,0,0,4.251120686,0,0,0,0,4.586536584,0,0,0,3.326594871,4.980948403,0,1.599584406,0,5.487505643,0,0,0,0,6.362839808,0,0,0,0,0,0,0,0,0
Mettl10,6.544159235,0,0,7.408125902,0,0,0,0,0,0.501423858,7.766018658,0,6.342023095,0,8.459247171,0,0,6.917682367,0,5.40633598,0,4.297088678,0,7.793017985,0,0.979652236,0,0,1.030879856,0,0,0,0,0,4.41235475,0,5.273038394,0,3.679266143,0,0,0,8.385663989,0,0,0,0
Mettl11a,0,7.691603953,0,0,0,0,3.5903026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.122213004,0,0,0,5.083038872,0,0,6.520518111,0,5.060613798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl14,0,0,0,1.062121712,0,0,0,1.692619128,1.155490198,0,0,0,0,0,0,0,0,0,4.246803292,0,0,0,0,0,0,0,0,0,0,7.090938093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379864902,0,3.956261144
Mettl15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728556189,1.430499386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.503104449,0,0,0,0,0
Mettl16,0.944641088,0,1.618628647,0,0,0,0,4.322151695,0,0,0,6.104644877,0,5.83315828,0,0,0,4.829337119,2.590903772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl17,0.196707752,0,0,0,0,1.405605774,0,0,0,0,0,0,3.844204853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.129272712,0,0,0,0,0,0,0
Mettl2,0,0,0.092085629,2.288122278,0,0,0,0,0,0.01675303,0,0,0,0,0,0,4.448180745,0,0,0,0,0,0,0,0.066233883,0,0,0,0,0,0,0,0.15763878,3.864146516,0,0,0,0,3.299925981,0,2.502266945,0,0,0,0,0,0
Mettl21a,0,0,0,0,0,0,0,0,0,0,7.129252102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.750611864,0,0,0,0,1.615001887,0,0,0,4.805844454,0,0,0,0,0,0,0,5.768210796,0,0
Mettl21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55577015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl3,1.057214569,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005568412,0,0,0,0,0,0,0,3.792272327,0,0,0,0,0,2.456338314,0,0,0,0,0,0,1.850219349,2.703145008,4.971221642,0,4.751228037,0,0,0,0,0,0,0
Mettl4,0,0,0,0,0,0,0,1.789149136,0,0,0,0,0,0,0,0,0,0,3.306058043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.051241575,0,0,0,0,0,0,0,0,0,0
Mettl5,0,0,0,0,0,0,0,0.899686092,0,0,0,0,0,0,0,0,0,0,0,0,7.149818237,0,0,0,0,0,0,0,5.248147697,0,0,0,0,0,2.539875947,0,3.976244476,0,0,0,8.434565682,6.846543461,0,0,0,2.868880323,0
Mettl6,0,4.022971399,0,2.664191541,0,2.419851666,0,2.308028795,0,0,1.861093856,4.241512261,0,0,0,0,0,5.552770524,2.162116561,5.372461136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298001329,0
Mettl7a1,3.387128139,0,2.206530704,0,0,0,0,0.879643039,0,0,2.249351282,0,0,0,4.989461488,3.808477726,0.155114514,0,0,0,6.3064099,0,0.674225607,1.797299413,2.948524226,0,0,4.968984669,0,0,0,4.027631803,0,1.090623123,3.50170664,4.688532875,4.527039048,6.065324575,0,0,3.393100388,4.040611928,3.85623876,0,4.983864631,4.543081327,0
Mettl7a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244887059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501301557,0,0,0,0,0,0,0,0,0
Mettl8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112266425,0,4.443646431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl9,0,7.056301724,2.745073796,0.23388806,0,0,0,0,4.454491777,0,0,1.190804468,0.563753638,4.445653878,5.402183248,0,0,0,0,0,1.856439971,0,2.990477513,1.561399461,7.28514325,4.534870899,5.669392497,0,2.344166637,0,4.595264942,0,0,0,0,0,0,0,0,0,0,4.603204972,0,0,0,0,0
Mex3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mex3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mex3c,5.876057667,0,0,0,0,5.008504817,0.04866865,0,0,6.341893264,0,2.599115421,0,0,3.16189413,0.156784908,0,0,0,0,0,0,6.564885705,0,0,0,0,0,0,0,0.643080388,2.183537329,4.18142064,0,2.94181809,0,0,4.820255564,0,0,0,4.534653056,0,0,0,0,0
Mex3d,1.191726871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592480957,0,1.920845878,0,1.88961761,0,0,0.418740469,0,0,0,0,0,0,0,0,0,1.286656448,0,0,0.464030413,0,0,0,0,0
Mfap1a,2.215274772,6.77822172,4.549250223,0.64977179,0,3.018404507,1.822412006,1.757582289,0,5.842408176,3.652727402,2.608286467,4.473221929,0.237257771,7.215533,0,6.190911112,3.259020841,5.140570088,0,1.481009547,6.104470858,0,0,0,0.885480654,0,1.740638345,0,0,5.042574302,3.670477804,5.742930512,5.368241034,5.15710436,3.62075061,3.445302942,0,3.415177254,4.864384269,1.969494968,2.989028166,0.764371635,0,1.979498593,1.909631035,0
Mfap1b,2.346171169,0,0.466089353,2.236125201,0,3.669899831,0,0,0,0,0,0,4.369194251,1.181000747,0,1.012425648,0,0,5.534488096,0,2.246906635,0.182145622,0,0,0,0,0,3.744817695,0,0,3.017786538,3.596052563,6.168978925,5.100931407,5.154607511,4.39550843,3.653323761,0,3.827382086,4.43689473,0,0,2.01404458,0,3.84231514,3.140389305,0.017978902
Mfap2,7.216522769,0,5.954019453,7.070936675,7.458332785,7.429440219,0,1.009562163,3.102276833,8.367620056,0,0,9.126580587,6.105952496,7.647422449,7.883846831,9.810594126,0,9.086757233,4.323269178,0,7.11914864,9.550689076,6.625980555,4.095088934,0,8.525947486,7.826853518,0,0,7.473762563,0,7.084659594,5.828809268,1.488617835,0,0,6.225398337,8.064268524,8.083250605,5.7343655,0,5.379298648,0,0,8.373269741,2.764717695
Mfap3,2.098008494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.367482898,3.610889008,0,4.574809963,4.135904197,0,0,0,0,0,0.179103344,0,0,0,1.936428763,1.719349938,0,0,0,0,1.615030146,3.795829275,3.078473209,0,0,0,0,0,0
Mfap3l,0,1.779234502,0,1.056548848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap4,0,9.177504253,6.464390548,0,7.161192362,5.074419804,3.629123438,0,8.089646447,0,0,0,0,0,0,6.282465753,0,0,0,1.29723838,0,0,0,7.998928852,5.831932962,0,7.769725464,0,0,0,4.84902346,3.598698683,0,1.926690228,0,0,7.014868537,9.197671304,0,6.070404356,0,4.75195639,0,0,0,0,0
Mfap5,9.816786879,8.267662197,9.298271107,10.32678899,10.27520498,6.579011148,7.859491303,7.349471437,8.939355888,6.32261862,7.64568725,10.77951418,0,9.17965784,8.687487665,7.163830788,0,8.611659296,7.560378694,8.356412353,7.225901499,4.818758549,4.194819879,8.785530936,9.166562311,8.196734895,8.21916852,8.66066626,8.673662417,9.60791837,5.251647145,8.808188739,0,8.64193974,6.787889503,8.033384456,9.714491098,9.799152081,9.014751399,8.948294219,8.747692852,7.513759173,8.362496189,9.29403712,0,0,9.166745568
Mff,0,3.183557973,0,2.933423451,1.881840786,0,3.60286066,0,0,0,0,0,0.111271742,6.1129086,4.835348094,3.178593548,0,6.369576409,2.749557865,4.21090313,4.488637114,0,6.694490223,4.331024404,0,0.453143523,0,1.23752089,0,0,0,0,0,0,5.010547127,0,0,0,0,1.664309889,3.519969567,0,0,0.405589438,0,0,0
Mfge8,0,8.110655562,4.564280603,0,3.1705965,5.430365569,0,6.47679156,0,0,0,6.738349016,0,0,4.249164663,0,2.366325012,5.918467336,0.97074324,2.821353068,0,1.852402416,5.489636055,7.173417303,7.598729942,6.254945453,2.941602152,0,5.497024694,5.894871106,3.719391559,4.407801399,0,5.483654573,5.975797537,3.702280754,2.707180199,6.51011377,0,6.388520203,5.545044773,4.983755208,0,0,0,0,0
Mfhas1,2.162825532,3.854983046,0,0.866726023,0,0.537256302,0,2.626658737,0,1.935248514,0,1.282149161,0,0,0.041971857,1.795883289,0,2.606058406,0,0.168590693,1.023461183,0,2.662143962,0,0,4.716014139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429632031,0,0,0,0,0,2.340414147
Mfn1,0,0,0,0,1.604545816,0,0,0,0,0,0,0,0,0,0,0,1.835471393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfn2,3.805705185,0,0,1.441239114,0,0,0,2.647800315,4.14357301,0,0,0,0,5.438033303,0,0,0,4.207908465,2.531573599,0,0,6.692469045,0,2.176606815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd1,0,0,0,0,0,6.057164304,0,0,0,0,0,6.031320201,1.100668225,0,1.71370901,0,0,0,0.125505635,0,0,0,0,0,1.864116795,2.877165093,8.098547991,0,0,2.480681323,4.363998041,3.967638975,8.329217799,0,0,5.763772734,4.191325761,0,0,0,2.102043301,0,0,0,0,0,0
Mfsd10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.340612114,0,0,0,0,0,0,0,3.861340053,0,0,0,0,0,0,0,3.610274844,3.189819816,4.701205253,0,0.53352348,0,0,0,5.077050684,0,4.644577357,0,0,0,0,0,0
Mfsd11,0,0,0,0,0,0,0,0,0,0,0,0,3.784587736,0,2.808955425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85379609,0,0,0,0,0,2.778200164,0,0,0,0.756664662,0,1.781770954,0,1.254327972,0,0
Mfsd2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379135731,0,0,0,0,0,0,0,0,0,0
Mfsd4,0,1.22894795,0,5.201508404,0,0,3.25770916,0,0,0,0,0,0,3.728932708,0,0,0,0.40282039,0.54284244,0,3.924708008,0,0,3.317730967,0,4.13553487,0,0,0,0,0,0.024177814,0,0,2.604650184,0,3.586344421,4.859199309,3.525455035,0,0,0,0,0,0,0,0
Mfsd5,0.815362288,4.82058235,0,6.827272831,0,5.963850933,0,0,0,0,0,7.095639649,0,6.184799984,0,3.195489341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623831754,0,0,0,5.80095683,0,0,0,1.463156827,0,0,0,0,0,5.135169553
Mfsd6,0,0,0,0,0,0,0,2.635329529,0,4.759075919,0.647609236,4.304043696,0,0,0,0,0,0,0.816263824,0,0.79054686,0,0,0,0,0,0,0,0.738629504,0,1.068829,0,0,0,4.251166143,0,0,0,4.955647583,0,4.031236378,0,0,0,6.164898884,1.595408178,0
Mfsd7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915605032,0,0,0,0,0,0,6.130070101,0,3.099271636,0,0,0,4.531936596,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043620103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003861251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.547647242,0,0,0
Mfsd8,0,0,0,0,0,0,0,0,1.071913657,0,0,0,5.15459941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633301002,0,0,0.298623127,0,0,0,0,0,0
Mga,3.530582688,4.088362124,4.131877534,0,3.1214067,0,0,2.413921684,0.669489443,0,4.230771739,2.561382352,0,3.623269906,0,2.96689554,0,0,0,0,0,3.937805755,0,0,2.998569219,4.693124496,5.172607522,3.398883894,0.08709618,0,0,0,4.764447011,0,4.795070779,1.389247401,2.199361396,2.733985517,2.616682337,3.053997539,1.3172867,0,0,3.469716697,5.409424882,0,0
Mgat1,0,0,0,0,0.403911201,0.695637548,2.540404265,0,0,0,0.154790571,0,4.315131444,0,0,3.953768092,0,2.64362534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626336334,5.198305554,1.177337409,0,0,0,0,0,0,0,0,0,0,1.432098877
Mgat2,0,6.747830453,0,3.974428357,0,4.603472054,1.322395452,0,0,0,0,1.120783224,2.936383531,0,4.133941575,0,0,4.889867747,0,0,5.031928874,3.603667882,1.631174145,3.054139976,0,0,0,0,2.347115683,2.361639241,0,0,4.466881576,0,0,0,1.980167917,0,1.979820492,0,0,0,0,0,0,0,0
Mgat3,0,0,0,0,0,0,0,0,0,0,0,0,6.446593702,0,0,2.030516183,4.136060107,0,0,3.544757381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497331335,0,0,0,0,0
