"","AT2_1_C01_IL3542","AT2_1_C02_IL3541","AT2_1_C05_IL3548","AT2_1_C06_IL3544","AT2_1_C07_IL3542","AT2_1_C08_IL3541","AT2_1_C09_IL3541","AT2_1_C10_IL3548","AT2_1_C11_IL3548","AT2_1_C12_IL3544","AT2_1_C13_IL3542","AT2_1_C16_IL3545","AT2_1_C17_IL3545","AT2_1_C19_IL3542","AT2_1_C20_IL3548","AT2_1_C31_IL3541","AT2_1_C32_IL3542","AT2_1_C34_IL3545","AT2_1_C38_IL3542","AT2_1_C40_IL3545","AT2_1_C41_IL3545","AT2_1_C43_IL3541","AT2_1_C50_IL3543","AT2_1_C51_IL3544","AT2_1_C53_IL3549","AT2_1_C54_IL3547","AT2_1_C56_IL3543","AT2_1_C59_IL3546","AT2_1_C62_IL3543","AT2_1_C63_IL3544","AT2_1_C65_IL3546","AT2_1_C66_IL3547","AT2_1_C67_IL3543","AT2_1_C68_IL3544","AT2_1_C70_IL3546","AT2_1_C72_IL3547","AT2_1_C76_IL3547","AT2_1_C78_IL3546","AT2_1_C80_IL3544","AT2_1_C83_IL3547","AT2_1_C89_IL3547","AT2_1_C92_IL3544","AT2_1_C93_IL3543","AT2_1_C94_IL3547","AT2_1_C96_IL3546"
"Fam5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam60a",0,0,0,0,0,0,0,0,0,0,0,0,4.09545188108566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33249312434311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45059103192519,0,0
"Fam63a",0,2.52159101801106,0,0,2.79166614827481,0,3.72566482141354,1.75595576955096,0,2.7034219027592,0,0,0,0,0,5.38641090864237,0,0,0,0,1.39081073747202,5.82329844764922,0,0,0,0,0,3.2359001116028,4.2037884533086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam63b",0,0,0,0,0,0,1.55326219027243,2.33392172105596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79124104598865,1.1072928314417,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11688870321081,0,0,0,0,0,0,0
"Fam64a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam65a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0815714218328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam65b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam65c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam69a",0,7.12274518302953,0,0,0,0,0,0,0,0,3.42504297937796,0,0,0,0,0,0,0,2.45641191639816,0,0,0,0,0,0,0,0,3.28254804014251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam69b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78695594540405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam69c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam70a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam70b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71a",0,4.200323864033,0,3.62308257532026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50506520775653,3.33382442669844,0,0,4.06111949231842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2631290795894,0,0,0,0
"Fam71b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam71f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam72a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36593044749549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam73a",0,0,7.13167179000411,0,0,0,0,0,0,0,0,0,1.48387509579616,0,0,0,0,2.06812389291967,0,0,0,4.89433759329523,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27127999478746,0,0,6.35269497501448,0,0,0,0,0,0
"Fam73b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam75d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam76a",0,0,6.74356882306401,0,0,0,0,0,0,0,0,2.735491850055,0,0,0,0,0,0,0,0,2.30921403007245,0,0,0,0,0,0,0,5.12239939249592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam76b",2.68068892325274,0,0,0,5.83896184864307,0,0,0,0,0,0,0,0,0,4.71811499052088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam78a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam78b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam81a",0,0,0,0,0,0,0,0.714742268827389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67877054133576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam82a1",0,1.22123986603651,0,0,0,0,0,5.77677252756665,0,0,0,4.51932173462943,0,1.98009843881779,0,2.49839130003299,0,0,0,2.26468654754262,2.09309362482818,6.52664164322545,6.15561769731464,0,0,3.42123676656056,0,3.20033955966102,0,0,0,3.85341685673091,0,0,0,6.37819426480199,0,0,0,4.84392356305188,0,0,7.8014755691717,0,5.12030216851862
"Fam82a2",0,0,2.26207228839841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25886862657724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam82b",0,6.20167698456169,7.41141777122413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85156166625625,7.05834896885322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04279490209217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83g",0,0,0,0,0,0,0,0,0,0,0,0,1.59770278573194,0,0,0,0,0,0,0,0.576377014607468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam83h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53672434338374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam84a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam84b",0,2.94279035040857,4.78710330693998,5.03411444839906,1.75341627197482,2.95163628168231,0,0,0,0,7.29347164883813,0,0,3.56371947610304,6.43893985635069,0.765390469644932,0,0,0,0,0.350621709522692,0,0,0,0,1.68069792372713,0,0,0,0,0,0,4.10614727971465,0,0,0.252609426414701,0,0,0,0,0,0,4.20861870061133,0,0
"Fam86",0,0,0,0,0,0,0,0,0,0,0,0,0,3.70512640510021,0,0,0,0,0,0,0,0,0,5.93671802107605,0,3.14570353758207,0,0,0,0,0,0,6.30679082965026,0,0,0,0,0,0,0,0,0,0,0,0
"Fam89a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam89b",0,0,5.33116059234252,0,0,0,0,0,0,0,0,0,0,0,0,5.53036731844997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73461750154523,0,0,0,0,0,0,0,0,0,0
"Fam92a",0,0,4.70735360979265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10408081039284,0,0,4.93014594790882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam92b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam96a",0,4.82269446246683,4.21824645023994,0,0,0,0,0,0,0,0,0,0,0,2.83936505852849,0,0,4.30562767606984,6.02921433106143,0,0,0,0,4.01063663610874,0,0,0,6.46713109438358,6.08733978260163,0,0,0,6.44702865906156,0,0,0,6.656667973556,3.69359846585004,0,0,7.528094613185,0,7.24126817732937,0,0
"Fam96b",0,0,0,0,0,0,0,0,0,0,0,0,0,3.70252456997814,0,0,0,0,0,6.00462048831152,0,0,0,0,0,0,0,0,4.03210084316702,0,0,0,0,0,0,3.69190260808712,0,0,0,0,0,0,0,0,0
"Fam98a",0,0,0,0,0,0,0,0,0,0,0,0,4.40809362477482,0,0,0,0,0,0,0,0,0,0,0,6.78847691185192,0,0,0,0,0,0,0,0,0,0,5.67562401061628,0,0,0,0,0,0,0,0,0
"Fam98b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.353309174704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam98c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fan1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10778828542807,0,0,3.39261967007681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fanca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56225463746073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90819804649072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38416864459551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fanci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58102579052773,0,0,0,0,0,0
"Fancl",0,0,0,0,0,0,0,0,0,0,0,0,0,2.00450139223494,0,0,0,0,0,3.2892191971565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fancm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600364914951003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fank1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Far1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03510919804716,0,0,0,0,4.80914172645981,0,0,0,0,0,3.44490555292218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501882233114782,0,0
"Far2",0,0,0,0,0,0,0,0,0,0,0,2.52299982274888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91064632783459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farp1",0,0,0,0,0,0,0,5.13107085056776,0,0,0,0,0,3.03008000817932,0,0,0,0,0,0,0,4.98593299180501,0,0,0,0,0,0,0,0,0,0,3.72454113787453,0,3.48435729074489,0,0,0,4.50547177609687,3.57213781630314,0,0,0,0,0
"Farp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fars2",0,3.27870294139798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46173808602047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farsa",0,4.36718232866157,0,0,0,0,0,0,0,0,0,0,5.67848887388578,0,0,0,0,0,0,0,6.71285711457344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farsb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fasl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fasn",3.1953885476003,3.71125260163994,2.02078308577403,0,1.89378544278121,3.50780732317627,1.8337806666484,2.18105164992058,1.34282209715063,0.804821800197341,1.4793133533811,1.91654161202308,0,0,1.97146446220608,0,0,3.09528645589379,0,4.61460384629999,2.66009803661609,0,0,3.97198491662678,4.06041925352545,0,2.95756548732607,2.59906303792395,2.30722157833428,1.16076532888179,2.11551605868664,1.25101006666917,1.66143950560602,0,4.00628006865434,0.393932337041287,3.44510426121192,3.48986401258967,5.06697176367822,1.50920937283504,0,0,1.64844703531765,0,4.37788030606263
"Fastk",0,0,0,0,0,0,0,0,0,0,0,0,3.0837903308805,0,0,0,0,0,0,0,3.05929470253664,0,0,0,4.10379974315767,0,0,1.58162119993017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fastkd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fastkd2",0,0,0,0,2.58742260156817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52682627814864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fastkd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5300982171114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fastkd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28456965461433,0,0,0,0
"Fat1",0,0,0,0.800023924616525,0,0,1.26781741821022,0,0,0,0,0,0,2.9853619832289,1.08322698654497,0.925429821243742,0,0,0,0,0,0,0,0.235003999630242,0,1.83870575185434,0,1.03215022552619,1.15573628203597,0,0,0,1.09470225193197,0,0,0,0,2.2449296697402,0,0,0,0,0,0,0
"Fat2",0,0,0,0.820558864642797,0.347631643443272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fat3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fat4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fate1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fau",5.87113888148134,4.30464245541335,0,0,5.5757721769537,8.16763892400497,0,3.5318181021214,6.01888338423471,0,7.17005523886593,0,7.23763063566737,0,4.30375883365561,0,6.98930934071315,6.07419713525317,0,0,0,0,0,0,0,5.51460202644204,0,4.71365732780071,4.39191203722235,0,6.78910321750138,5.95224036600524,0,0,0,0,0,0,6.12579985952093,0,6.09888481118112,0,6.14192932675388,0,5.69362076648599
"Fbf1",0,1.85724453523543,0,0,0,0,0,0,0,0,0,0,0,1.29375303314546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbl",0,0,0,0,0,0,0,0,0,0,0,0,0,2.71573525831764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56787152606657,0,0
"Fblim1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbll1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbln1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbln2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbln5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68233507569582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbln7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39558383100571,0,0,0,0
"Fbp2",0,0,0,0,0,5.23024529121415,0,0,0,0,0,0,0,2.52714792458908,4.78506399167719,0,0,3.51350337858921,6.46019702758833,7.40020488270128,0,0,0,0,0,0,0,0,8.75771001714046,0,0,0,4.80731370161043,0,0,0,0,7.33916411444669,0,0,7.42460302120621,0,0,0,0
"Fbrs",0,0,5.81476829805143,0,0,0,4.81450428109148,0,0,0,0,0,0,1.36958932037918,0,0,0,0,0,0,0,0,0,0,0,0,3.94417440874708,0,0,0,0,0,0,0,4.40892919984287,4.18520053235457,0,0,0,0,0,0,0,0,0
"Fbrsl1",0,0.0709525559985554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14875517972863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl14",0,0,0,0,0,0,0,0.133655581740136,2.61771458486004,0,3.75501573602346,0,0,0.657301583797024,0,1.76510611740426,1.58258008787213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl17",0,1.00850123122486,0,1.58144284394611,0,0,0,0,0,0,0,0,4.36841217033904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl18",0,0.508448936326571,0,0,0,0,0,0.742859930173822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl19",0,0,0,0,0,0,0,1.45695330187544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00540717425042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl20",0,0,0,0,0,0,1.46031270504873,0,1.55464778610108,0,0,0,0,0,0,0,0,3.15534123159978,0,0,0,0,0,0,0,2.03255227611331,1.49130412658347,0,0,0,0,1.46299983988946,0,0,0,0,0,1.70179743194073,0,2.94344691217785,0,0,0,0,0
"Fbxl21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl22",0,0,0,0,0,0,0,0,0,2.18587288681406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6165929509786,0,0,0,0,0,0,0,3.50071283770784,0,0,0,0,0,0,0,0,0
"Fbxl3",0,2.69013322210606,0,0,0,0,4.08975236276438,3.2875609463306,0,3.64923605510493,0,0,0,6.36919076086498,0.906975231234963,4.33406765029062,0,0,0,0,3.75067081373099,0,0,0,0,3.66543825251416,0.216299644848638,3.08149984224859,0,2.42046623283798,0,4.09632933020071,0,0,0,1.65140306305936,0,5.65656787428512,0,0,0,0,0.907713658753499,0,0
"Fbxl4",0,0,0,0,0,0,0,0,0,0,0,0,7.46595814433211,0,0,0,0,0,0,0,0,0,0,6.21899616136314,0,2.91382002324373,4.50756632753404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl5",0,6.38513245816236,0,0,0,2.63310799186215,0,0,0,0,5.19409887485283,0,2.64523359433404,0,0,0,0,2.64866561170582,0,4.60053143237212,0,5.79708822435615,0,0,0,0,0,6.28003021312086,1.59264121207027,0,9.24519614777278,0,0,4.11239154647443,0,7.97687911920761,0,8.26992613621498,0,0,0,0,3.10553225910762,0,0
"Fbxl6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21882920516505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10161646211848,0,0,0,0
"Fbxl7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbxl8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41272191980502,0,0,0,0,0,0,0,3.31899066479404,0,0,0,1.52904130585743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
