"","AT2_1_C01_IL3542","AT2_1_C02_IL3541","AT2_1_C05_IL3548","AT2_1_C06_IL3544","AT2_1_C07_IL3542","AT2_1_C08_IL3541","AT2_1_C09_IL3541","AT2_1_C10_IL3548","AT2_1_C11_IL3548","AT2_1_C12_IL3544","AT2_1_C13_IL3542","AT2_1_C16_IL3545","AT2_1_C17_IL3545","AT2_1_C19_IL3542","AT2_1_C20_IL3548","AT2_1_C31_IL3541","AT2_1_C32_IL3542","AT2_1_C34_IL3545","AT2_1_C38_IL3542","AT2_1_C40_IL3545","AT2_1_C41_IL3545","AT2_1_C43_IL3541","AT2_1_C50_IL3543","AT2_1_C51_IL3544","AT2_1_C53_IL3549","AT2_1_C54_IL3547","AT2_1_C56_IL3543","AT2_1_C59_IL3546","AT2_1_C62_IL3543","AT2_1_C63_IL3544","AT2_1_C65_IL3546","AT2_1_C66_IL3547","AT2_1_C67_IL3543","AT2_1_C68_IL3544","AT2_1_C70_IL3546","AT2_1_C72_IL3547","AT2_1_C76_IL3547","AT2_1_C78_IL3546","AT2_1_C80_IL3544","AT2_1_C83_IL3547","AT2_1_C89_IL3547","AT2_1_C92_IL3544","AT2_1_C93_IL3543","AT2_1_C94_IL3547","AT2_1_C96_IL3546"
"Golph3",0,0,0,0,4.90601028311096,0,2.25425539925826,0,6.67647898952755,4.40279720158472,0,5.25367921983217,4.11335044981716,4.39445240492103,2.65817720048212,0,0,0,0,6.58340475163616,3.50545907257038,0,0,4.81764883698397,0,0,4.96902152009891,5.27633288291309,0,0,0,0,0,0,0,2.9875955522004,0,0,7.89224529178116,6.84333066572273,0,5.35784051477621,6.01860301985004,0,0
"Golph3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07036356524993,0,6.97836725990383,0.942983598187102,0,7.46450490913191,0,0,0,0,0,4.68571593599065,0,7.03672310600552,0,0,2.91039113249521,0,0,0,0,0
"Golt1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Golt1b",0,4.77563529932711,0,0,6.3828608900906,0,0,0,0,0,0,0,4.41973438367086,1.28633116330166,0,0,0,0,0,6.73795710621359,0,0,0,0,4.9019577730543,0,0,0,0,0,0,0,4.5659383133999,0,4.32565984451088,3.87982337249739,0,2.39540286244913,0,0,5.9127384739232,6.05690211724195,0,0,0
"Gon4l",2.60409267919397,0,0,0,0,0,2.65686700747073,0,0,0,0,0,3.2418920342517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59307883189297,0,0,0,0,0,0,0,3.96291913453127,0,0,0,0,0,0,0,0,0
"Gopc",0,5.77942783235915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48636427430949,0,0,0,0,0,0,0,0,0,7.36990264625673,0,0,0,0,0,3.69134432413455,0,0,0,0,0,0
"Gorab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gorasp1",0,0,0,0,0,0,2.81073305332488,0,0,0,0,0,0,0,2.79843836194301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gorasp2",0,3.84142974232818,0,0,0,0,2.45853949501812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54757321550631,0,6.84789671592045,5.08143337231169,0,0,0,5.74707583841678,0,6.46481363995368,0,0,0,6.25334452180461,0,0,0,3.96316890620168,4.56389027710255,5.32623891294786,0,0
"Gosr1",0,0,0,0,0,4.0871657852204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gosr2",0,0,0,4.70843005637228,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53226957531215,0,0,5.70777324346704,0,0,0,0,0,3.7127278288697,0,0,0,0,0,0,0,0,0,0,0,3.19834956257692,0,0,0,0,0,0
"Got1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03465944488289,0,0
"Got1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Got2",0,5.12397238078323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95653065602487,0,0,0,0,0,0,0,0,0,0,6.65377659936779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp1ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp1bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp49a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gp9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpa33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpaa1",4.91828604381185,0,0,0,0,0,0,0,0,0,0,0,0,3.36925707875292,0,0,2.70938990031573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpam",0,0.0461417816447206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08503367507422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64734329407724,0,1.91321686864361,0,0,0,0,1.07113796104606,0,0
"Gpank1",0,0,0,0,0,0,0,0,0,0,4.61420923041811,0,3.656667973556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpatch1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpatch2",0,0,0,0,0,0,0,0,0,0,0,0,0,2.12862994659768,0,0,0,0,0,0.823480358189503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55398463499015,0,0,0,2.08572037162821,0,0,0,0,0
"Gpatch3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpatch4",0,0,0,0,0,6.06859342923728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28716788449451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpatch8",0,0,0,4.50625282807353,0,0,5.50249291487383,0,0,0,0,6.27864273388443,0,0,0,0,0,2.49818703005173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411816696806687,0,0,0,0,0,0
"Gpbar1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpbp1",0,5.10907633887527,7.11107305643298,0,0,0,0,1.38952826596045,0,2.3364547869943,5.01128988268584,0,5.21519321658085,5.43698464989199,0,0,0,5.00752294166188,0,0,0,0,0,2.33529744750168,0,5.52280904917332,0,4.71654649783727,0,3.69278425663401,0,0,0,0,0,0,6.56406258262064,0,3.71073481364755,0,0,0,1.17986769899794,0,0
"Gpbp1l1",0,0,1.57091946933471,0,0,0,0,2.40893734941148,0,3.35593246246394,5.03070685808746,2.4690498042046,0,4.39224185105925,0,0,0,2.91148259164018,0,0,0,0,0,3.35480475120157,5.84344624957595,0,0,0.566035766455924,0,0,3.08043595558318,0,6.67174626686322,0,3.97209523620123,1.94230054835646,3.99855658313033,2.04147780414981,0,0,3.78191569973905,0,2.78426316467538,0,0
"Gpc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1850546027424,0,0
"Gpc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpc3",0,0.854578194763828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63460488430109,0,0,0,0,0,0
"Gpc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpcpd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867089910391356,0,0,0,0,0,0,0,0,0,0,0,0,1.83443615941281,0,0,0,0,0
"Gpd1l",0,0,4.04190879566812,0,0,0,0,0,4.55669916745739,0,0,0,0,0,0,0,3.10651750628564,0,0,0,0,0,0,0,0,0,1.75628890714185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpd2",0,0,0,2.21146082369326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50930313224468,0,0,0,0,0,0
"Gpha2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gphb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gphn",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03466648710877,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66853897954464,0,0,0,2.90539903996306,0,0,0,0,0,0,0,0,0,0,0,0,5.38682818698872
"Gpi1",0,3.66477863078991,0,0,0,0,0,0,0,0,3.35164246201789,0,0,0,0,0,0,0,0,0,2.36410733330153,0,0,4.26121486202663,0,0,4.52857756970228,0,0,0,0,4.70963803191998,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpihbp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpkow",0,0,0,0,0,0,0,0,0,0,8.13674508981854,0,0,1.90957727595583,0,0,0,2.88819187577308,0,0,0,0,0,0,0,0,0,6.03462731429112,3.83360865162714,0,0,0,0,0,0,0,0,0,0,0,0,5.87228949457388,5.49799230830156,8.1101961777542,0
"Gpld1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpm6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpm6b",0,0,0,2.54743008634667,0,0,1.42611980689584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85226856789397,0,0,0,0
"Gpn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36552107751125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95803528235949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72827700116229,0,0,0,0,0,2.92364552672966,0,0,0,0,0,0
"Gpn3",0,0,0,0,0,0,0,0,0,4.8165485099189,0,0,0,3.39223498070663,0,0,0,0,0,5.48668863337128,0,0,0,0,0,0,1.96566609424319,3.02882902605811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpnmb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr1",0,0,0,0,0,0,0,0,0,0,0,0,5.62847907807806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr107",0,0,0,0,0,0,0,0,3.72666776044971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39931330508938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr108",0,0,5.96207005010412,0,0,0,0,0,0,0,0,0,0,1.73960187325301,0,0,2.66471492720705,0,0,0,0,6.2848009706598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28858742605738,0,0,0
"Gpr110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr116",0,5.27428402844863,5.19918547579514,3.17610411755324,2.70299435452695,2.3168553273696,4.28004320862569,0,3.88896724491549,0,0,3.94831115813712,0.735123539813263,6.42657003693203,2.87358289986986,1.45273247631613,0,0,0,0,3.9625120065395,0,0.462628234517814,5.93338143073094,4.84865799029524,0,5.60803447299391,5.07135080412884,5.77930437702954,0,0,6.06036953229391,5.97317270671258,0,6.55247083338793,5.45087142021172,4.25455625190949,0.714197152221669,2.40369855746629,3.95584283511279,5.50680819719412,0,4.45767964813131,0,0
"Gpr119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49202941494875,0,0,0,0,0,0,0,0,0,0,0
"Gpr126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06544306293743,0,0,0,0,0
"Gpr135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr137",0,0,0,0,0,0,0,2.82967504609257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr137b",0,0,1.56222532551185,0,0,5.0110080385924,0,0,0,3.61055833660384,0,0,0,0,0,2.70880083041672,0,1.31871596790577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64165700136102,3.00348170724686,0,1.29625181785742,0,6.13303121182463,2.643881580984,0,0,0,1.73292906255772
"Gpr137b-ps",0,0,2.06848164873586,0,0,6.84443587125417,0,0,0,0,0,0,0,0,0,1.72957887250279,0,1.82505290233587,0,3.07455852601627,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80986200130021,3.66250175731432,0.216908012854103,0,5.0175611891453,0,4.02316662293954,4.18826639762212,0,0,0,1.75395960435139
"Gpr137c",0,0,0,0,0,0,0,0,0,0,0,0,2.63034722196012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64293949871284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr146",0,0,6.59971204075936,0,0,0,0,2.51178680373348,0,0,0,0,2.84470501129198,0,0,0,0,0,0,0,0,0,0,0,4.67644231766524,0,0,0,0,0,0,0,0,0,0,5.76793811911144,0,0,3.51087333001991,0,0,0,0,0,2.25545239072452
"Gpr149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr155",0,3.67771118626068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04637755394051,2.01827096234549,0,0,0,3.3062053592024,0,0,0,4.53414877921817,0,0,0,0,0,0,0,0,0
"Gpr156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20065343636747,0,0
"Gpr158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591727282599579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr180",0,0,0,0,0,0,0,0,0,0,0,0,0,2.24213601246901,0,0,0,0,0,0,0,0,0,0,0,0,4.62417109705828,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60554766943976,0,0,0,0
"Gpr182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr31c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gpr34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
